group,variable,value
25-Oct-19,CONSUMP,0.63
25-Oct-19,FINCIAL,0.78
25-Oct-19,INDUS,2.77
25-Oct-19,PROPCON,1.99
25-Oct-19,RESOURC,1.77
25-Oct-19,SERVICE,1.97
25-Oct-19,TECH,1.38
28-Oct-19,AGRO,0.29
28-Oct-19,CONSUMP,0.33
28-Oct-19,FINCIAL,0.04
28-Oct-19,INDUS,1.34
28-Oct-19,PROPCON,0.04
28-Oct-19,RESOURC,0.19
28-Oct-19,SERVICE,0.74
28-Oct-19,TECH,0.06
29-Oct-19,AGRO,0.25
29-Oct-19,CONSUMP,0.63
29-Oct-19,FINCIAL,0.62
29-Oct-19,INDUS,0.7
29-Oct-19,PROPCON,0.27
29-Oct-19,RESOURC,1.32
29-Oct-19,SERVICE,0.3
29-Oct-19,TECH,0.79
30-Oct-19,AGRO,0.72
30-Oct-19,CONSUMP,0.11
30-Oct-19,FINCIAL,2.2
30-Oct-19,INDUS,2.67
30-Oct-19,PROPCON,0.32
30-Oct-19,RESOURC,0.51
30-Oct-19,SERVICE,0.28
30-Oct-19,TECH,0.43
31-Oct-19,AGRO,1.56
31-Oct-19,CONSUMP,0.53
31-Oct-19,FINCIAL,0.66
31-Oct-19,INDUS,0.21
31-Oct-19,PROPCON,0.15
31-Oct-19,RESOURC,0.19
31-Oct-19,SERVICE,0.07
31-Oct-19,TECH,1.87
